feature,mdi,perm_mean,perm_std
attr5,0.3426942810484998,0.0235315085372294,0.0036388921594492016
attr4,0.21387831918457822,0.02606113947075052,0.006355642915517921
attr6,0.14657291339731204,0.04045737252831079,0.00606324741102425
attr1,0.11176622568813846,0.012893269964208243,0.0043565933838827795
attr2,0.10346722380932113,0.012661796632048401,0.006703571638770855
attr3,0.08162103687215033,0.01372146922490176,0.007250885725765038
